Backbone,Cation,Sample,smiles1,smiles2,smiles3,c1,c2,c3,additive_name_1,additive_name_2,additive_smiles1,additive_smiles2,additive_smiles3,additivec1,additivec2,additivec3,solvent,solvent_conc(M),stab_temp,RH(%),lw,Temp(C),EXP_IEC,prop,time(h),value,DOI
PPO,TMA,PPO-BTMA,[*]C1=CC(C)=C(O[*])C(C)=C1,[*]C1=CC(C[N+](C)(C)C)=C(O[*])C(C)=C1.[OH-],*CC*,60,40,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,,OHCond(mS/cm),500,9.63,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,70,30,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,80,0,80,1.76,OHCond(mS/cm),0,9.73,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,50,0,80,2.41,OHCond(mS/cm),0,10.67,https://doi.org/10.1021/acs.macromol.8b02756
,,Nafion212,,,,,,,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,60,0,80,0.91,OHCond(mS/cm),0,12.03,https://doi.org/10.1021/acs.macromol.8b02756
PPO,TMA,PPO-BTMA,[*]C1=CC(C)=C(O[*])C(C)=C1,[*]C1=CC(C[N+](C)(C)C)=C(O[*])C(C)=C1.[OH-],*CC*,60,40,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,,OHCond(mS/cm),336,12.15,https://doi.org/10.1021/acs.macromol.8b02756
PPO,TMA,PPO-BTMA,[*]C1=CC(C)=C(O[*])C(C)=C1,[*]C1=CC(C[N+](C)(C)C)=C(O[*])C(C)=C1.[OH-],*CC*,60,40,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,90,0,80,2.5,OHCond(mS/cm),0,14.09,https://doi.org/10.1021/acs.macromol.8b02756
PPO,TMA,PPO-BTMA,[*]C1=CC(C)=C(O[*])C(C)=C1,[*]C1=CC(C[N+](C)(C)C)=C(O[*])C(C)=C1.[OH-],*CC*,60,40,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,,OHCond(mS/cm),168,14.62,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,60,0,80,2.41,OHCond(mS/cm),0,17.82,https://doi.org/10.1021/acs.macromol.8b02756
PPO,TMA,PPO-BTMA,[*]C1=CC(C)=C(O[*])C(C)=C1,[*]C1=CC(C[N+](C)(C)C)=C(O[*])C(C)=C1.[OH-],*CC*,60,40,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,,OHCond(mS/cm),74,17.93,https://doi.org/10.1021/acs.macromol.8b02756
PPO,TMA,PPO-BTMA,[*]C1=CC(C)=C(O[*])C(C)=C1,[*]C1=CC(C[N+](C)(C)C)=C(O[*])C(C)=C1.[OH-],*CC*,60,40,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,,OHCond(mS/cm),24,20.28,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,70,30,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,85,0,80,1.76,OHCond(mS/cm),0,20.32,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,1.15,OHCond(mS/cm),1000,22.19,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,1.15,OHCond(mS/cm),770,23.41,https://doi.org/10.1021/acs.macromol.8b02756
PPO,TMA,PPO-BTMA,[*]C1=CC(C)=C(O[*])C(C)=C1,[*]C1=CC(C[N+](C)(C)C)=C(O[*])C(C)=C1.[OH-],*CC*,60,40,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,95,0,80,2.5,OHCond(mS/cm),0,23.49,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,1.15,OHCond(mS/cm),500,24.19,https://doi.org/10.1021/acs.macromol.8b02756
PPO,TMA,PPO-BTMA,[*]C1=CC(C)=C(O[*])C(C)=C1,[*]C1=CC(C[N+](C)(C)C)=C(O[*])C(C)=C1.[OH-],*CC*,60,40,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,2.5,OHCond(mS/cm),0,24.19,https://doi.org/10.1021/acs.macromol.8b02756
PPO,TMA,PPO-BTMA,[*]C1=CC(C)=C(O[*])C(C)=C1,[*]C1=CC(C[N+](C)(C)C)=C(O[*])C(C)=C1.[OH-],*CC*,60,40,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,,OHCond(mS/cm),0,24.38,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,1.15,OHCond(mS/cm),336,25.22,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,100,1,20,1.15,OHCond(mS/cm),0,26.1,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,1.15,OHCond(mS/cm),168,26.83,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,1.15,OHCond(mS/cm),74,27.33,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,1.15,OHCond(mS/cm),24,27.52,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,1.15,OHCond(mS/cm),0,27.79,https://doi.org/10.1021/acs.macromol.8b02756
PPO,TMA,PPO-BTMA,[*]C1=CC(C)=C(O[*])C(C)=C1,[*]C1=CC(C[N+](C)(C)C)=C(O[*])C(C)=C1.[OH-],*CC*,60,40,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,2.5,OHCond(mS/cm),0,27.94,https://doi.org/10.1021/acs.macromol.8b02756
PPO,TMA,PPO-BTMA,[*]C1=CC(C)=C(O[*])C(C)=C1,[*]C1=CC(C[N+](C)(C)C)=C(O[*])C(C)=C1.[OH-],*CC*,60,40,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,40,2.5,OHCond(mS/cm),0,32.33,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,100,1,30,1.15,OHCond(mS/cm),0,34.3,https://doi.org/10.1021/acs.macromol.8b02756
,,Nafion212,,,,,,,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,70,0,80,0.91,OHCond(mS/cm),0,34.57,https://doi.org/10.1021/acs.macromol.8b02756
PPO,TMA,PPO-BTMA,[*]C1=CC(C)=C(O[*])C(C)=C1,[*]C1=CC(C[N+](C)(C)C)=C(O[*])C(C)=C1.[OH-],*CC*,60,40,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,2.5,OHCond(mS/cm),0,37.22,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,70,0,80,2.41,OHCond(mS/cm),0,38.04,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,100,1,40,1.15,OHCond(mS/cm),0,41.34,https://doi.org/10.1021/acs.macromol.8b02756
PPO,TMA,PPO-BTMA,[*]C1=CC(C)=C(O[*])C(C)=C1,[*]C1=CC(C[N+](C)(C)C)=C(O[*])C(C)=C1.[OH-],*CC*,60,40,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,80,2.5,OHCond(mS/cm),0,44.74,https://doi.org/10.1021/acs.macromol.8b02756
,,Nafion212,,,,,,,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,80,0,80,0.91,OHCond(mS/cm),0,47.08,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,70,30,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,90,0,80,1.76,OHCond(mS/cm),0,50.36,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,80,0,80,2.41,OHCond(mS/cm),0,51.88,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,100,1,60,1.15,OHCond(mS/cm),0,54.65,https://doi.org/10.1021/acs.macromol.8b02756
,,Nafion212,,,,,,,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,85,0,80,0.91,OHCond(mS/cm),0,55.15,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,2.41,OHCond(mS/cm),1000,55.41,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,2.41,OHCond(mS/cm),770,57.92,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,85,0,80,2.41,OHCond(mS/cm),0,59.3,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,70,30,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,95,0,80,1.76,OHCond(mS/cm),0,60.91,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,2.41,OHCond(mS/cm),500,62,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,2.41,OHCond(mS/cm),336,63.28,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,2.41,OHCond(mS/cm),168,64.38,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,2.41,OHCond(mS/cm),74,65,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,2.41,OHCond(mS/cm),24,65.32,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,100,1,20,2.41,OHCond(mS/cm),0,65.84,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,25,2.41,OHCond(mS/cm),0,66.15,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,100,1,80,1.15,OHCond(mS/cm),0,67.97,https://doi.org/10.1021/acs.macromol.8b02756
,,Nafion212,,,,,,,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,90,0,80,0.91,OHCond(mS/cm),0,76.39,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,70,30,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,100,0,80,1.76,OHCond(mS/cm),0,77.58,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,90,0,80,2.41,OHCond(mS/cm),0,78.24,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,100,1,30,2.41,OHCond(mS/cm),0,89.18,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,100,1,40,2.41,OHCond(mS/cm),0,108.22,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,95,0,80,2.41,OHCond(mS/cm),0,115.3,https://doi.org/10.1021/acs.macromol.8b02756
,,Nafion212,,,,,,,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,95,0,80,0.91,OHCond(mS/cm),0,124.33,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,100,1,60,2.41,OHCond(mS/cm),0,157.09,https://doi.org/10.1021/acs.macromol.8b02756
,,Nafion212,,,,,,,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,100,0,80,0.91,OHCond(mS/cm),0,176.38,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,100,1,80,2.41,OHCond(mS/cm),0,201.77,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,95,5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,0.73,Swelling(%),0,9,https://doi.org/10.1021/acs.macromol.8b02756
,,Nafion212,,,,,,,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,100,1,65,0.99,Swelling(%),0,10.8,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,87,13,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,0.76,Swelling(%),0,15,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,87,13,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.69,Swelling(%),0,22,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.15,Swelling(%),0,32,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,2.41,Swelling(%),0,41,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,70,30,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.7,Swelling(%),0,49,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,70,30,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,3.07,Swelling(%),0,65,https://doi.org/10.1021/acs.macromol.8b02756
,,Nafion212,,,,,,,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,100,1,25,0.99,TS(MPa),0,15.1,https://doi.org/10.1021/acs.macromol.8b02756
,,Nafion212,,,,,,,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,100,1,65,0.99,WU(wt%),0,12.2,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,95,5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,0.73,WU(wt%),0,25,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,87,13,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,0.76,WU(wt%),0,46,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,87,13,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.69,WU(wt%),0,63,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.15,WU(wt%),0,107,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,80,20,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,2.41,WU(wt%),0,146,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](C)(C)C)C[*].[OH-],*CC*,70,30,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.7,WU(wt%),0,213,https://doi.org/10.1021/acs.macromol.8b02756
Polymethylphenyl-Polybutene,undecene,c9c6c5,[*]C(CCC1=CC=C(C)C=C1)C[*],[*]C(CCCCCCCCC[N+](CCCCCC[N+](C)(C)CCCCC[N+](C)(C)C)(C)C)C[*].[OH-],*CC*,70,30,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,3.07,WU(wt%),0,237,https://doi.org/10.1021/acs.macromol.8b02756
,,Nafion212,,,,,,,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,,,,100,1,25,0.99,YM(MPa),0,144.4,https://doi.org/10.1021/acs.macromol.8b02756
